lmfdb_index|coeffs|monogenic
1|1,7,11,-6,-9,0|1
1|5,20,19,-5,-9,0|1
1|-1,-4,4,9,-5,-2|1
1|-1,-9,14,5,-8,-1|1
1|1,-8,2,11,-3,-3|1
1|-3,-3,9,4,-6,-1|1
1|-2,-3,7,5,-6,-1|1
1|-1,-4,8,5,-6,-1|1
1|-1,-3,10,10,-5,-3|0
1|1,8,17,2,-9,-1|1
1|-4,1,14,3,-7,-1|1
1|2,-12,11,7,-7,-1|1
1|2,-8,3,10,-5,-2|1
1|-1,3,13,3,-7,-1|1
1|-1,-1,6,3,-6,-1|1
1|-4,2,17,4,-8,-1|0
1|1,-10,3,13,-4,-3|0
1|-1,-1,13,2,-8,-1|1
1|-1,-4,3,8,-3,-3|1
1|5,-25,14,14,-8,-2|0
1|-3,9,21,-2,-9,0|1
1|-2,-8,6,9,-5,-2|1
1|-5,-10,9,14,-5,-3|1
1|-4,0,13,3,-7,-1|0
1|-1,-1,7,6,-5,-2|1
1|-1,-4,6,6,-6,-1|1
1|1,-10,11,6,-7,-1|1
1|1,-6,5,8,-5,-2|1
1|1,-7,10,8,-8,-1|0
1|1,-13,12,9,-8,-1|-1
1|-1,-2,7,7,-5,-2|1
1|-1,-16,35,9,-14,-1|0
1|-1,1,9,-4,-8,0|1
1|-1,-2,5,6,-5,-2|1
1|-5,1,12,-1,-7,0|1
1|-1,-3,4,8,-7,-1|1
1|2,-8,5,9,-6,-2|1
1|1,6,7,-6,-8,0|1
1|-8,-44,32,19,-11,-2|0
1|-2,-1,9,3,-6,-1|1
1|-9,-3,20,6,-9,-1|0
1|-2,3,9,-3,-7,0|1
1|1,-7,10,5,-7,-1|1
1|1,9,21,7,-8,-2|1
1|-1,4,11,-2,-7,0|1
1|-1,4,16,-1,-8,0|1
1|-1,0,7,-2,-7,0|1
1|-4,-3,12,7,-6,-2|1
1|-1,-2,8,3,-6,-1|1
1|-29,-31,21,19,-7,-3|1
1|-1,-4,8,4,-6,-1|1
1|-2,2,8,-3,-7,0|1
1|-1,1,14,5,-8,-1|-1
1|1,-7,3,10,-5,-2|1
1|-2,-3,9,4,-6,-1|1
1|1,-8,4,16,-6,-3|0
1|-1,-3,4,7,-4,-3|1
1|-9,-18,9,17,-6,-3|0
1|-2,-3,7,7,-5,-2|1
1|-7,2,15,-2,-8,0|1
1|1,12,20,1,-9,-1|0
1|-1,-1,7,0,-7,0|1
1|2,-9,8,7,-7,-1|1
1|-5,-10,16,9,-9,-1|0
1|-27,-9,33,7,-11,-1|0
1|5,-19,14,9,-8,-1|1
1|-7,-5,13,5,-7,-1|1
1|-29,-15,33,10,-12,-1|1
1|-2,-4,8,5,-6,-1|1
1|-1,1,7,-3,-7,0|1
1|-29,-16,32,12,-11,-2|0
1|-2,-8,2,11,-3,-3|1
1|-5,0,21,12,-7,-3|1
1|1,-5,2,12,-6,-2|1
1|-1,-3,4,7,-5,-2|1
1|1,-5,1,9,-3,-3|1
1|-41,0,38,0,-11,0|1
1|5,-15,4,14,-5,-3|0
1|-8,0,18,-1,-9,0|0
1|-27,-18,30,13,-10,-2|0
1|1,-9,4,13,-6,-3|0
1|-29,6,40,3,-12,-1|0
1|-5,-8,13,6,-7,-1|1
1|-5,-9,17,6,-8,-1|1
1|-5,-4,13,4,-7,-1|1
1|-1,4,16,-4,-12,0|-1
1|-2,-3,8,5,-6,-2|1
1|1,-4,-1,11,-3,-3|1
1|-43,0,41,0,-12,0|1
1|-2,3,13,2,-7,-1|1
1|-7,6,17,-2,-8,0|1
1|7,-22,5,16,-7,-2|1
1|-1,10,24,6,-9,-2|0
1|-4,-14,17,11,-8,-2|0
1|4,20,20,-6,-10,0|0
1|-4,8,22,2,-9,-1|-1
1|-4,-4,13,10,-7,-2|0
1|-1,2,17,1,-10,-1|0
1|1,16,23,-1,-10,-1|1
1|1,30,36,-5,-12,0|0
1|-29,-9,39,12,-11,-2|0
1|2,12,15,-3,-8,0|1
1|4,-24,18,10,-9,-1|-1
1|-1,-5,8,5,-6,-1|1
1|-4,-10,5,12,-4,-3|0
1|-2,-7,3,10,-3,-3|1
1|1,-7,5,8,-5,-2|1
1|3,-11,3,12,-4,-3|1
1|-2,4,12,-1,-7,0|1
1|-1,-1,7,4,-6,-1|1
1|-1,1,11,7,-6,-2|1
1|-5,0,13,0,-7,0|1
1|-2,1,8,-2,-7,0|1
1|-1,-2,16,8,-10,-1|0
1|2,-7,2,11,-6,-2|1
1|1,9,17,2,-8,-1|1
1|-17,0,24,0,-9,0|1
1|1,-8,11,6,-7,-1|1
1|-2,-5,7,7,-5,-2|1
1|-1,-2,6,7,-5,-2|1
1|-13,-58,30,25,-12,-2|1
1|-1,-5,0,16,-8,-2|1
1|-1,-6,13,7,-8,-1|0
1|-4,-1,11,2,-7,-1|1
1|-1,-4,4,9,-3,-3|1
1|-3,-18,12,16,-6,-3|0
1|-29,-22,40,10,-12,-1|0
1|1,-13,4,13,-6,-2|1
1|-1,7,19,-1,-9,0|0
1|-4,-6,11,8,-6,-2|0
1|5,-20,19,7,-10,-1|1
1|-4,-2,13,4,-7,-1|0
1|1,9,22,9,-8,-3|1
1|2,-10,0,14,-6,-2|1
1|-1,-2,6,4,-6,-1|1
1|-8,-12,12,13,-6,-3|0
1|-1,-8,5,15,-5,-3|0
1|-1,2,9,1,-8,-1|1
1|-4,16,29,-2,-11,0|-1
1|-1,-2,7,3,-6,-1|1
1|-1,-12,8,13,-5,-3|1
1|-1,-3,5,6,-5,-2|1
1|-1,-1,7,1,-7,-1|1
1|1,-5,2,9,-5,-2|1
1|-7,-3,14,4,-7,-1|1
1|-1,-10,7,10,-6,-2|1
1|-1,-1,8,3,-8,-1|0
1|-1,0,10,9,-7,-2|1
1|1,16,20,-4,-9,0|1
1|-2,-6,7,8,-5,-2|1
1|-1,1,8,0,-7,-1|1
1|-1,0,10,0,-9,0|0
1|-1,-2,9,4,-7,-2|1
1|-9,-1,19,4,-8,-1|1
1|5,-17,5,13,-6,-2|1
1|-4,-7,10,7,-7,-1|1
1|-1,-6,5,9,-5,-2|1
1|-4,-5,10,9,-6,-2|1
1|-2,-3,8,4,-6,-1|1
1|-41,-38,27,21,-8,-3|1
1|5,-20,11,13,-7,-2|1
1|-1,-3,5,8,-5,-2|1
1|-3,3,11,-2,-7,0|1
1|1,-8,10,11,-9,-1|1
1|-1,-1,14,8,-9,-1|1
1|-19,0,24,0,-9,0|1
1|-2,-4,12,5,-7,-1|0
1|-1,-8,3,11,-4,-3|1
1|5,-16,7,14,-7,-2|1
1|-1,-4,6,8,-5,-2|1
1|-29,-37,32,19,-11,-2|0
1|-8,-12,12,15,-6,-3|0
1|5,25,25,-5,-10,0|1
1|-3,-3,10,6,-7,-1|1
1|2,-6,-2,14,-5,-3|0
1|-41,-8,43,6,-13,-1|0
1|-9,-6,23,5,-12,-1|0
1|1,-4,-1,10,-3,-3|1
1|-17,0,25,0,-10,0|0
1|-1,-3,4,9,-8,-1|1
1|1,-6,1,11,-3,-3|1
1|-8,7,23,2,-9,-1|1
1|-1,4,13,2,-7,-1|1
1|-43,-41,29,23,-9,-3|1
1|2,11,14,-3,-8,0|1
1|1,-12,9,15,-7,-3|0
1|1,-6,4,8,-5,-2|1
1|-19,-1,30,5,-10,-1|1
1|1,-5,1,10,-5,-2|1
1|-1,-3,6,5,-6,-1|1
1|-8,-8,20,12,-10,-2|0
1|11,-31,11,17,-8,-2|1
1|-1,-1,8,3,-6,-1|1
1|-2,-3,7,9,-4,-3|1
1|-4,-2,17,7,-9,-1|0
1|-1,-3,4,11,-4,-3|1
1|-43,-47,34,25,-10,-3|0
1|-41,-9,44,11,-12,-2|0
1|-1,-3,4,10,-6,-2|1
1|-56,0,56,0,-14,0|0
1|-1,-7,10,12,-5,-3|1
1|-2,-4,6,7,-5,-2|1
1|-2,-11,5,13,-4,-3|1
1|-2,-7,6,10,-4,-3|1
1|1,10,23,7,-9,-2|0
1|-1,-2,7,9,-8,-1|1
1|1,-11,11,7,-7,-1|1
1|-43,5,49,2,-14,-1|0
1|1,-6,6,7,-6,-2|1
1|-1,3,11,1,-7,-1|1
1|-11,-4,23,5,-9,-1|0
1|-1,-9,13,10,-9,-1|-1
1|-29,-51,49,16,-14,-1|0
1|-1,-8,12,6,-7,-1|1
1|1,-6,7,6,-7,-1|1
1|9,-45,28,14,-11,-1|0
1|-5,0,24,16,-8,-3|0
1|5,-17,7,16,-10,-1|0
1|-1,-4,4,11,-8,-1|1
1|-41,-30,37,18,-12,-2|0
1|1,-8,5,9,-5,-2|1
1|-1,-2,8,4,-6,-1|1
1|1,-6,3,9,-4,-3|1
1|-1,-5,3,10,-3,-3|1
1|-4,12,17,-8,-11,0|0
1|-5,0,12,0,-7,0|1
1|2,14,15,-6,-9,0|1
1|-41,-1,50,6,-13,-1|0
1|-3,-4,9,9,-6,-2|1
1|-1,4,20,11,-7,-3|0
1|-1,0,9,1,-7,-1|1
1|-16,-8,27,6,-10,-1|0
1|-1,-5,0,15,-7,-2|1
1|-43,-30,42,16,-14,-1|0
1|-1,1,8,2,-7,-1|1
1|-3,-9,11,7,-7,-1|1
1|-1,-2,6,6,-5,-2|1
1|-1,-9,12,6,-7,-1|1
1|-41,-29,43,13,-13,-1|0
1|-2,-4,12,6,-10,-2|0
1|1,-7,7,8,-7,-1|1
1|-1,0,8,-2,-7,0|1
1|2,20,18,-8,-10,0|1
1|-1,-2,8,10,-4,-3|1
1|-1,1,10,1,-8,-1|-1
1|-49,-49,35,27,-11,-3|0
1|1,-7,5,14,-10,-1|0
1|1,-8,15,6,-9,-1|1
1|-2,-3,12,4,-7,-1|0
1|-1,-1,8,-1,-7,0|1
1|1,-20,17,13,-9,-2|0
1|-7,-1,15,2,-8,-1|1
1|1,-8,14,9,-9,-1|1
1|2,-6,-2,14,-6,-2|1
1|-1,-3,8,4,-6,-1|1
1|-1,-4,2,12,-7,-2|1
1|1,-13,8,11,-8,-1|1
1|-1,-3,7,4,-6,-1|1
1|-1,-4,7,5,-6,-1|1
1|-3,-2,10,6,-7,-2|1
1|1,-9,11,7,-8,-1|0
1|-9,-12,22,7,-9,-1|0
1|-1,-4,3,9,-3,-3|1
1|-1,-4,13,0,-10,0|0
1|2,12,14,-4,-8,0|1
1|-1,-4,11,8,-6,-2|1
1|1,11,19,-3,-9,0|0
1|-17,-24,15,17,-6,-3|1
1|19,-44,13,20,-9,-2|0
1|-1,-2,11,0,-7,0|1
1|-1,1,10,6,-6,-2|1
1|-9,9,36,-1,-12,0|0
1|-2,-1,8,3,-7,-1|1
1|-1,-1,9,5,-6,-2|1
1|-5,3,15,-2,-8,0|1
1|-1,8,18,2,-8,-1|1
1|-3,-7,5,10,-4,-3|1
1|-24,0,36,0,-12,0|0
1|-1,-6,-2,15,-5,-3|1
1|-5,-10,8,11,-6,-2|1
1|-1,-2,11,-2,-8,0|1
1|-1,-14,9,11,-6,-2|1
1|-9,-21,25,10,-10,-1|0
1|-43,17,65,5,-15,-1|0
1|4,-13,6,11,-6,-2|1
1|-17,6,27,-4,-12,0|0
1|-43,-16,56,9,-14,-1|0
1|-8,0,25,0,-10,0|0
1|4,-13,5,14,-7,-2|1
1|-2,4,11,-4,-8,0|1
1|-5,4,17,-1,-8,0|1
1|1,-7,5,12,-4,-3|1
1|-3,1,11,-3,-9,0|1
1|1,-7,8,8,-6,-2|1
1|1,-11,15,10,-10,-1|0
1|-2,7,18,2,-8,-1|1
1|-1,0,19,11,-9,-2|0
1|-1,-2,6,9,-6,-2|1
1|-1,0,10,5,-7,-1|1
1|1,-6,2,10,-5,-2|1
1|-1,-4,14,0,-9,0|0
1|-1,-5,3,9,-3,-3|1
1|-41,-37,44,18,-12,-2|0
1|-3,2,12,-3,-8,0|1
1|-4,-12,4,15,-5,-3|0
1|-43,-25,52,17,-13,-2|0
1|-2,-13,15,7,-8,-1|1
1|-9,-18,14,16,-6,-3|0
1|-19,-24,15,17,-6,-3|1
1|-43,-46,38,24,-13,-2|0
1|-2,-1,12,7,-6,-2|1
1|-1,2,13,8,-7,-2|1
1|-1,-5,6,7,-5,-2|1
1|-2,22,31,-4,-11,0|0
1|-1,4,7,-6,-8,0|1
1|-1,-1,10,2,-7,-1|1
1|-29,-67,45,24,-13,-2|0
1|1,12,25,6,-9,-2|1
1|1,-9,2,13,-4,-3|-1
1|-4,-8,9,9,-6,-2|0
1|1,9,19,-2,-9,0|1
1|-56,-56,42,27,-11,-3|0
1|3,-9,1,13,-6,-2|1
1|-71,0,54,0,-13,0|1
1|2,-9,7,8,-7,-1|1
1|1,16,30,6,-12,-1|1
1|-5,-10,20,10,-9,-2|0
1|-1,2,8,-1,-8,0|1
1|-3,2,10,-2,-7,0|1
1|-1,-3,9,2,-8,-1|1
1|-1,-10,3,13,-6,-2|1
1|1,-7,11,4,-8,-1|1
1|1,-9,18,4,-10,-1|0
1|1,-9,15,6,-8,-1|1
1|-9,-12,16,10,-9,-1|0
1|-43,-53,51,19,-15,-1|1
1|-9,-15,22,13,-9,-2|0
1|-1,-8,8,12,-7,-2|0
1|1,8,17,4,-9,-1|1
1|1,-11,9,10,-6,-2|1
1|-1,2,10,-2,-8,0|0
1|31,-78,37,19,-13,-1|0
1|-1,-2,9,10,-8,-2|0
1|-6,-6,12,8,-6,-2|1
1|-4,-5,17,5,-8,-1|1
1|-1,4,9,-3,-7,0|1
1|-1,-8,6,12,-4,-3|1
1|1,-5,0,11,-3,-3|1
1|-1,-3,8,7,-6,-3|1
1|3,-10,4,11,-6,-2|1
1|-4,1,11,-1,-7,0|1
1|-1,-8,2,11,-3,-3|1
1|-1,6,17,3,-8,-1|1
1|-3,-2,12,7,-6,-2|1
1|-1,2,8,-2,-8,-1|1
1|-3,-5,7,10,-4,-3|1
1|-1,1,9,-2,-7,0|1
1|-49,-49,49,22,-16,-1|0
1|-1,8,27,7,-12,-1|0
1|-1,2,19,-1,-9,0|0
1|-17,18,29,-10,-13,0|0
1|-4,-2,13,6,-8,-1|0
1|-2,-5,6,8,-5,-2|1
1|1,-9,10,7,-7,-1|1
1|-1,-4,6,8,-7,-1|1
1|-4,-4,11,5,-7,-1|0
1|1,-6,6,10,-8,-1|1
1|-2,-3,7,6,-7,-1|1
1|-49,0,70,8,-16,-1|0
1|-1,3,6,-6,-8,0|1
1|-4,-7,7,11,-4,-3|1
1|-13,-25,57,11,-17,-1|0
1|1,-15,34,9,-12,-1|0
1|-1,-2,9,5,-8,-1|0
1|-2,2,14,5,-8,-1|1
1|-4,-16,8,15,-5,-3|0
1|-4,-4,12,5,-7,-1|0
1|1,-7,9,9,-8,-1|1
1|9,-27,13,15,-8,-2|0
1|1,-8,9,9,-6,-2|1
1|-3,-3,10,6,-6,-2|1
1|1,11,23,4,-10,-1|0
1|1,-3,-6,17,-6,-3|0
1|-2,10,10,-10,-10,0|1
1|-1,-2,14,0,-14,-2|-1
1|-5,-4,13,5,-7,-1|1
1|-1,-48,36,14,-12,-1|1
1|-2,2,10,-2,-7,0|1
1|-19,3,30,-2,-12,0|0
1|-1,-2,18,10,-8,-2|-1
1|-4,-1,12,0,-7,0|1
1|-1,2,7,-3,-7,0|1
1|-1,-1,8,6,-7,-1|1
1|-5,-13,6,13,-4,-3|1
1|-2,-8,6,11,-8,-1|1
1|-3,2,12,-1,-7,0|1
1|1,-15,7,12,-6,-2|1
1|3,-16,7,12,-6,-2|1
1|-4,-2,13,2,-8,-1|0
1|-1,2,20,8,-8,-2|-1
1|1,-7,9,5,-7,-1|1
1|-1,4,19,3,-9,-1|0
1|-5,-7,12,6,-7,-1|1
1|-1,0,9,7,-6,-2|1
1|-6,-4,13,5,-7,-1|1
1|-1,4,16,6,-7,-2|1
1|1,10,24,7,-11,-1|1
1|-19,-9,27,13,-9,-3|1
1|1,8,15,1,-8,-1|1
1|-4,10,25,-2,-10,0|-1
1|-11,-17,26,8,-10,-1|0
1|1,9,20,0,-10,-1|0
1|-4,0,22,8,-9,-2|-1
1|-11,-7,22,7,-12,-1|-1
2|-19,-8,33,10,-11,-2|0
1|-2,1,10,1,-7,-1|1
1|3,-14,1,18,-8,-2|0
1|-1,-6,3,10,-3,-3|1
1|1,-7,8,15,-6,-3|0
1|-1,-5,4,9,-5,-2|1
1|-1,-3,9,6,-6,-2|1
1|1,-6,3,9,-5,-2|1
1|-2,1,12,5,-8,-2|1
1|-16,-11,21,8,-9,-1|1
1|-1,-16,14,9,-8,-1|1
1|9,39,31,-9,-12,0|0
1|-1,8,16,-2,-8,0|1
1|-2,2,8,-4,-8,0|1
1|-4,0,13,0,-8,0|0
1|-3,-5,9,7,-7,-1|1
1|-1,-6,10,9,-6,-2|1
1|-83,0,68,0,-15,0|1
1|2,-12,18,0,-10,0|1
1|-1,-13,11,10,-7,-2|1
1|-5,-2,12,3,-7,-1|1
1|-8,0,17,0,-8,0|0
1|-1,-12,12,10,-7,-2|0
1|-1,-4,4,8,-5,-2|1
1|-4,-8,22,0,-10,0|0
1|-1,-16,19,8,-9,-1|0
1|-1,-4,12,5,-7,-1|1
1|-17,-3,33,15,-9,-3|1
1|-11,-8,21,9,-12,-1|1
1|-1,-3,5,7,-5,-2|1
1|-4,-8,16,6,-8,-1|0
1|1,-5,-2,14,-6,-2|1
1|4,-14,7,15,-10,-1|-1
1|1,22,23,-6,-10,0|1
1|-29,-15,36,8,-11,-1|1
1|-1,-13,15,13,-8,-2|0
1|-2,-9,10,9,-6,-2|1
1|-71,-54,41,25,-10,-3|1
1|-20,0,36,0,-12,0|0
2|4,36,36,-6,-12,0|0
1|-64,-16,56,9,-14,-1|0
1|-5,-1,13,3,-7,-1|1
1|-2,-13,12,10,-7,-2|1
1|-5,0,21,4,-9,-1|0
1|-43,-64,56,23,-14,-2|1
1|-3,-8,8,9,-6,-2|1
1|-1,-2,9,6,-7,-1|1
1|1,-9,8,9,-8,-1|-1
1|-3,3,12,-1,-7,0|1
1|-1,-7,1,11,-3,-3|1
1|-19,-21,22,19,-8,-3|0
1|-1,5,11,-2,-7,0|1
1|1,-5,0,13,-6,-2|1
1|-1,13,26,3,-10,-1|0
1|-5,-5,12,8,-6,-2|1
1|3,-10,3,13,-5,-3|1
1|1,9,11,-5,-8,0|1
1|-1,-4,5,7,-5,-2|1
1|-19,15,30,-7,-12,0|0
1|-1,2,11,2,-8,-2|1
1|11,36,29,-7,-11,0|1
1|-4,-2,19,15,-7,-3|0
1|1,-7,5,9,-7,-1|1
1|1,10,20,-3,-10,0|0
1|-1,-2,11,7,-6,-2|1
1|19,-45,16,19,-9,-2|1
1|-15,1,22,-1,-9,0|1
1|1,-7,6,10,-5,-3|1
1|-2,8,15,-3,-8,0|1
1|-1,-1,15,16,-7,-3|-1
1|-3,-4,9,6,-6,-2|1
1|-1,0,7,-1,-7,0|1
1|-5,0,25,10,-9,-2|0
1|-1,-8,-2,17,-7,-2|1
1|-49,-49,63,22,-15,-2|0
1|7,-24,10,14,-7,-2|1
1|-11,-11,20,16,-7,-3|1
1|19,-53,32,15,-12,-1|0
1|25,-55,19,21,-10,-2|0
1|11,-29,12,16,-8,-2|1
1|1,-7,4,9,-5,-2|1
1|-1,-3,5,10,-8,-1|1
1|1,-9,4,11,-4,-3|1
1|11,-35,12,22,-9,-3|0
1|1,-6,4,9,-7,-1|1
1|-1,-4,3,11,-8,-1|1
1|1,-9,0,14,-6,-2|1
1|-9,16,31,0,-11,-1|1
1|-64,-32,52,17,-13,-2|0
1|-1,-4,6,10,-6,-2|-1
1|1,-6,-1,16,-7,-2|1
1|31,-61,17,23,-10,-2|1
1|2,-11,10,7,-7,-1|1
1|4,-22,13,15,-8,-2|0
1|5,-21,10,15,-10,-1|0
1|1,8,8,-10,-10,0|1
1|-1,-2,8,9,-6,-2|1
1|-3,-8,7,11,-4,-3|1
1|-17,15,36,-4,-12,0|0
1|-1,-5,2,10,-3,-3|1
1|1,8,12,-4,-8,0|1
1|-2,0,9,1,-7,-1|1
1|1,-12,17,7,-9,-1|0
1|-91,0,63,0,-14,0|1
1|-3,1,12,2,-7,-1|1
1|-3,-6,6,11,-4,-3|1
1|-11,-7,17,6,-8,-1|1
1|-71,-25,58,12,-15,-1|1
1|-1,2,6,-5,-8,0|1
1|-10,0,18,0,-8,0|1
1|-11,16,31,-6,-12,0|0
1|-71,-29,56,16,-14,-2|0
1|-9,-12,19,15,-7,-3|0
1|-24,-36,24,23,-9,-3|0
1|1,-5,0,10,-3,-3|1
1|4,-22,21,8,-10,-1|0
1|-1,-9,4,13,-4,-3|1
1|-5,-1,16,1,-12,-1|1
1|-1,-3,12,4,-7,-1|1
1|2,-20,9,16,-6,-3|1
1|-9,15,34,2,-11,-1|0
1|-5,-11,10,10,-6,-2|1
1|1,-11,4,12,-6,-2|1
1|-71,3,65,5,-15,-1|0
1|2,-10,8,8,-7,-1|1
1|-56,-56,70,15,-16,-1|0
1|-2,4,16,3,-10,-1|1
1|17,-48,21,27,-12,-3|0
1|-1,-3,4,8,-6,-2|1
1|-8,-7,17,5,-8,-1|1
1|5,-18,13,9,-8,-1|1
1|-1,-1,8,-1,-8,0|1
1|-1,-3,6,11,-4,-3|1
1|1,-16,8,14,-7,-2|1
1|-1,3,8,-3,-7,0|1
1|-4,-8,10,9,-8,-1|0
1|-1,-7,6,12,-5,-3|0
1|-1,-9,4,13,-7,-2|1
1|1,-8,15,4,-9,-1|1
1|-17,21,36,-5,-12,0|0
1|1,-24,23,9,-10,-1|1
1|-1,6,13,-2,-8,0|0
1|-7,10,19,-4,-9,0|1
1|1,12,16,-5,-9,0|1
1|-1,-3,6,7,-5,-2|1
1|-14,-15,18,13,-8,-2|1
1|1,-28,26,14,-13,-2|0
1|-5,5,24,2,-10,-1|0
1|-5,-8,10,12,-7,-2|1
1|29,-64,17,26,-11,-2|0
1|1,-16,16,12,-8,-2|-1
1|-1,-6,12,14,-6,-3|0
1|-1,3,12,0,-8,-1|1
1|-3,-7,5,12,-4,-3|1
1|-1,-4,4,11,-4,-3|0
1|2,-12,8,10,-6,-2|1
1|-19,-21,24,18,-9,-3|0
1|-3,-11,6,12,-4,-3|1
1|-7,-6,15,8,-7,-2|1
1|-97,0,68,0,-15,0|1
1|3,-11,6,10,-6,-2|1
1|-5,-7,10,8,-6,-2|1
1|1,11,22,2,-9,-1|1
1|-1,-7,0,14,-5,-3|1
1|-2,-8,5,14,-7,-2|1
1|-5,0,18,4,-8,-1|1
1|-17,-26,35,16,-11,-2|0
1|-36,-18,41,9,-12,-1|-1
1|-1,-4,11,5,-7,-1|0
1|-71,-22,63,16,-14,-2|0
1|-1,-5,14,-1,-9,0|1
1|-9,6,28,4,-10,-1|0
1|2,-6,-1,12,-4,-3|1
1|-11,10,33,4,-11,-1|0
1|3,-10,2,13,-6,-2|1
1|-1,3,5,-8,-9,0|1
1|1,-6,1,10,-3,-3|1
1|1,-20,13,17,-9,-2|0
1|-4,-2,12,4,-8,-2|0
1|-1,-5,14,13,-6,-3|0
1|1,-9,14,6,-8,-1|0
