lmfdb_index|coeffs|monogenic
1|5,0,-17,2,15,-4,-3|1
1|1,0,-11,11,7,-7,-1|1
1|1,-2,-9,4,11,-4,-3|1
1|5,-2,-16,5,13,-4,-3|1
1|-3,-12,-5,18,8,-9,-1|1
1|1,-7,-19,13,13,-7,-2|1
1|-1,10,-21,-2,21,-8,-2|1
1|2,-5,-10,11,9,-8,-1|1
1|1,-4,-9,11,7,-7,-1|1
1|-1,-2,9,16,-2,-8,0|1
1|1,0,-10,7,11,-6,-2|1
1|1,-4,-3,13,4,-7,-1|1
1|9,-14,-15,24,7,-10,-1|0
1|3,2,-18,6,13,-6,-2|1
1|-1,-5,-1,12,3,-7,-1|1
1|1,1,-15,12,12,-7,-2|1
1|1,-5,-6,12,6,-7,-1|1
1|2,-14,-6,20,5,-8,-1|1
1|-1,-7,-6,17,6,-8,-1|1
1|2,-1,-10,6,11,-6,-2|1
1|-1,-4,1,14,5,-8,-1|1
1|1,-4,-3,11,3,-7,-1|1
1|-2,-5,15,21,-4,-9,0|1
1|-1,-7,-10,11,12,-7,-2|1
1|2,-1,-12,5,12,-6,-2|1
1|1,6,-18,-1,21,-6,-3|1
1|1,-4,-7,11,8,-6,-2|1
1|1,-4,-8,9,10,-6,-2|1
1|1,5,-25,15,12,-9,-1|0
1|-1,-4,3,12,-1,-7,0|1
1|5,-13,-19,16,12,-7,-2|1
1|2,-3,-8,11,6,-7,-1|1
1|-2,-10,3,18,-1,-8,0|1
1|-2,-9,7,18,-2,-8,0|1
1|1,-3,-13,7,12,-6,-2|1
1|1,-6,-19,5,17,-5,-3|0
1|1,-3,-9,7,10,-6,-2|1
1|4,-8,-9,16,6,-8,-1|-1
1|1,-3,-4,11,6,-8,-1|1
1|-1,-8,6,17,-2,-8,0|1
1|1,1,-10,5,11,-6,-2|1
1|1,-4,-1,13,-1,-8,0|1
1|-3,-10,-1,18,4,-9,-1|1
1|1,-6,-7,12,6,-7,-1|1
1|-3,-15,5,22,-2,-9,0|1
1|-1,-6,-4,16,4,-8,-1|1
1|2,0,-13,5,13,-4,-3|1
1|3,-5,-12,12,9,-8,-1|1
1|1,-4,-10,6,12,-4,-3|1
1|2,-3,-9,8,10,-6,-2|1
1|-7,-16,10,24,-2,-9,0|1
1|1,-5,-7,13,9,-9,-1|1
1|1,-3,-15,8,15,-5,-3|1
1|1,-7,-5,18,5,-8,-1|0
1|-1,11,-20,-1,16,-4,-3|1
1|-2,-5,6,18,2,-8,-1|1
1|2,-7,-8,13,6,-7,-1|1
1|-1,-5,-1,13,4,-7,-1|1
1|1,-1,-10,11,7,-7,-1|1
1|-3,-13,4,19,-1,-8,0|1
1|1,-1,-15,9,11,-6,-2|1
1|3,-12,-7,18,5,-8,-1|1
1|-2,-4,7,12,-6,-9,0|1
1|4,-15,-10,20,6,-8,-1|1
1|-2,-9,-4,17,8,-9,-1|1
1|4,-3,-15,6,13,-4,-3|1
1|1,0,-10,7,13,-5,-3|1
1|-1,-8,-3,14,4,-7,-1|1
1|1,-1,-11,13,11,-7,-2|1
1|1,-1,-10,13,10,-7,-2|1
1|1,-5,-9,13,6,-7,-1|1
1|-1,8,-18,7,13,-7,-2|1
1|3,-9,-2,16,0,-8,0|1
1|1,9,-21,0,16,-4,-3|1
1|1,-3,-8,8,10,-5,-3|1
1|4,-3,-16,10,11,-6,-2|1
1|1,-8,-10,12,9,-6,-2|1
1|-1,-4,1,12,1,-8,-1|1
1|1,7,-14,-7,18,-4,-3|1
1|2,-4,-10,10,10,-6,-2|1
1|1,0,-12,14,6,-8,-1|1
1|2,2,-18,8,12,-6,-2|1
1|1,-1,-8,8,10,-6,-2|1
1|1,3,-18,14,9,-8,-1|1
1|-1,-5,7,17,-2,-8,0|1
1|2,-7,-1,16,0,-8,0|1
1|1,-2,-19,7,15,-5,-3|1
1|1,-11,-11,18,7,-8,-1|0
1|2,-5,-8,11,8,-6,-2|1
1|1,1,-16,3,14,-4,-3|1
1|1,-2,-6,8,7,-7,-1|1
1|1,-3,-7,10,7,-7,-1|1
1|1,-2,-8,15,6,-8,-1|0
1|1,1,-11,2,14,-4,-3|1
1|1,-2,-7,6,11,-4,-3|1
1|2,-3,-13,10,10,-6,-2|1
1|3,5,-22,5,16,-7,-2|1
1|-1,-6,-5,16,8,-9,-1|1
1|1,-6,-3,14,4,-7,-1|1
1|-1,-3,5,15,-2,-8,0|1
1|-1,-11,-18,8,16,-5,-3|1
1|2,-4,-11,8,11,-6,-2|1
1|-4,-9,6,17,-2,-8,0|1
1|-4,-15,-7,18,9,-7,-2|1
1|1,-13,-10,18,7,-8,-1|1
1|1,-12,4,23,-1,-9,0|1
1|-1,0,15,20,-3,-9,0|1
1|1,-3,-4,10,4,-7,-1|1
1|7,-12,-14,19,7,-8,-1|1
1|1,-5,-6,12,8,-6,-2|1
1|1,0,-12,8,11,-6,-2|1
1|-4,-2,23,22,-7,-10,0|0
1|3,-6,-11,11,9,-6,-2|1
