lmfdb_index|coeffs|monogenic
1|-1,1,14,-22,-8,20,-2,-4|0
1|1,2,-9,-16,12,13,-7,-2|1
1|-1,4,3,-19,1,18,-5,-3|1
1|1,4,-4,-17,5,14,-4,-3|1
1|1,4,-10,-15,17,13,-8,-2|0
1|-9,36,-22,-37,30,11,-10,-1|0
1|-1,4,5,-30,19,11,-9,-1|1
1|-2,8,3,-31,18,12,-9,-1|1
1|-1,12,-20,-19,25,8,-9,-1|0
1|-1,2,11,-22,-2,17,-4,-3|1
1|1,-3,-15,4,23,2,-9,-1|1
1|-4,14,3,-30,5,18,-5,-3|0
1|1,1,-10,-1,18,0,-8,0|1
1|1,32,-12,-56,21,25,-11,-2|0
1|-1,4,4,-22,5,16,-5,-3|0
1|-1,6,-6,-12,15,7,-8,-1|1
1|-1,15,3,-31,3,19,-5,-3|1
1|1,0,-15,-3,20,4,-8,-1|1
1|1,-1,-8,3,15,-2,-8,0|1
1|1,4,-4,-15,6,13,-4,-3|1
1|1,-3,-24,5,28,-2,-10,0|0
1|-1,4,4,-15,-4,15,-1,-4|1
1|-1,-8,-12,12,23,-4,-10,0|0
1|-1,8,-12,-18,19,12,-8,-2|-1
1|1,-3,-14,5,23,-2,-10,0|0
1|-1,4,3,-18,2,15,-4,-3|1
1|-5,10,25,-45,1,23,-6,-3|1
2|1,-1,-25,-9,29,6,-10,-1|0
1|-1,30,-21,-61,32,22,-11,-2|1
1|4,14,-7,-31,11,20,-9,-2|0
1|-1,5,-1,-19,7,18,-6,-3|1
1|2,0,-16,8,24,-8,-12,0|1
1|1,0,-10,3,18,-3,-9,0|1
1|-1,7,-4,-21,12,15,-8,-2|0
1|1,0,-12,0,23,0,-12,0|0
1|-1,8,-14,-13,22,6,-9,-1|1
1|-1,-6,-6,14,21,-3,-9,0|1
1|1,-1,-11,4,17,-2,-8,0|1
1|1,3,-16,-7,23,6,-9,-1|0
1|-1,4,10,-30,8,16,-7,-2|1
1|25,0,-100,0,70,0,-15,0|0
1|9,1,-33,-9,28,6,-9,-1|1
1|2,3,-12,-7,18,5,-8,-1|1
1|1,2,-16,-7,20,5,-8,-1|1
1|1,0,-14,-7,21,9,-8,-2|0
1|1,-1,-22,3,25,-1,-9,0|1
1|-11,65,-48,-53,45,13,-12,-1|0
1|1,5,-1,-20,6,15,-5,-3|1
1|3,12,-17,-21,21,10,-9,-1|1
1|-1,9,-4,-22,11,14,-7,-2|1
1|1,3,-5,-13,11,12,-7,-2|1
1|1,5,-2,-22,12,13,-7,-2|1
1|-1,5,-2,-16,10,13,-7,-2|1
1|1,20,-42,-49,54,14,-14,-1|0
1|11,-18,-43,17,43,1,-12,-1|1
1|1,1,-9,-7,15,6,-8,-1|1
1|-4,16,-5,-29,15,15,-8,-2|-1
1|-1,-10,-18,8,28,2,-10,-1|0
1|-1,6,-2,-22,13,13,-7,-2|1
1|-1,-27,-58,-4,46,7,-12,-1|0
1|-1,6,3,-19,0,16,-4,-3|1
1|-1,4,1,-16,8,13,-7,-2|1
1|-1,2,17,-39,11,18,-8,-2|0
1|-2,11,-10,-18,18,8,-8,-1|1
1|1,11,8,-41,13,18,-8,-2|1
1|-1,9,12,-28,-8,25,-6,-3|1
1|1,5,-18,-9,23,5,-9,-1|1
1|-1,3,12,-28,2,18,-5,-3|1
1|1,1,-9,-10,13,11,-7,-2|1
1|11,6,-70,-44,50,20,-13,-2|0
1|11,-2,-51,3,58,6,-14,-1|0
1|1,0,-36,0,38,0,-12,0|0
1|1,1,-9,-6,18,5,-8,-1|1
1|-9,27,3,-51,10,24,-7,-3|0
1|1,11,6,-36,3,22,-6,-3|1
1|1,1,-10,-12,15,11,-8,-2|1
1|-1,2,9,-16,-7,16,-1,-4|1
1|-1,5,2,-17,1,15,-4,-3|1
1|-1,3,5,-16,-2,16,-4,-3|1
1|-1,-4,10,48,37,-8,-12,0|1
1|-5,24,-1,-39,13,18,-8,-2|1
1|11,15,-32,-34,34,19,-14,-1|0
1|11,21,-30,-41,40,12,-12,-1|0
1|2,12,2,-26,-3,19,-2,-4|1
1|-1,7,-10,-11,18,6,-8,-1|1
1|1,3,-9,-12,18,9,-9,-1|1
1|-1,5,0,-17,4,14,-4,-3|1
1|-1,-8,-14,11,30,3,-10,-1|1
1|1,4,-14,-18,16,12,-7,-2|1
1|1,3,-6,-15,9,13,-5,-3|1
1|1,0,-10,-5,17,6,-8,-1|1
1|-1,24,-32,-26,32,9,-10,-1|0
1|-1,3,7,-20,0,16,-4,-3|1
1|1,4,-5,-15,10,11,-6,-2|1
1|1,-3,-9,12,20,-4,-9,0|1
1|-1,7,-8,-20,18,12,-8,-2|1
1|3,6,-14,-14,19,7,-8,-1|1
1|-2,6,5,-21,-2,18,-2,-4|1
1|1,2,-15,-21,16,15,-8,-2|1
1|1,-4,-12,7,22,-1,-9,0|1
1|-1,1,12,-21,-6,19,-2,-4|0
1|1,0,-10,-6,17,9,-7,-2|1
1|-5,15,1,-31,11,17,-8,-2|1
1|-1,6,-2,-20,7,16,-5,-3|1
1|-1,4,1,-17,10,12,-7,-2|1
1|-1,24,-12,-35,19,15,-8,-2|1
1|1,-1,-9,2,17,-1,-8,0|1
1|1,-26,-53,10,51,5,-13,-1|0
1|-1,5,-1,-18,9,13,-7,-2|1
1|1,-6,-16,10,23,-4,-10,0|-1
1|-1,10,-9,-24,15,13,-7,-2|1
1|1,3,-16,-9,20,6,-8,-1|1
1|5,0,-21,2,24,-1,-9,0|1
1|1,1,-12,-16,12,14,-5,-3|1
1|29,0,-58,0,40,0,-11,0|1
1|-1,2,9,-19,-3,17,-4,-3|1
1|-1,-14,-23,12,30,-2,-10,0|1
1|1,5,-3,-24,18,11,-9,-1|1
1|-1,10,-4,-26,10,18,-6,-3|0
1|1,2,-9,-14,11,13,-5,-3|1
1|1,-3,-9,8,18,-4,-9,0|1
1|-1,-6,-6,14,20,-4,-9,0|1
1|2,0,-13,0,19,0,-8,0|1
1|1,12,6,-44,19,18,-11,-1|1
1|1,-2,-8,9,21,-2,-9,0|1
1|-1,5,4,-25,-5,20,-2,-4|1
1|1,21,-15,-34,20,15,-8,-2|1
1|1,-2,-13,-3,19,5,-8,-1|1
1|-1,10,-15,-19,22,9,-9,-1|0
1|3,9,-15,-18,17,11,-7,-2|1
1|-1,-7,-10,9,19,-3,-9,0|1
1|2,4,-9,-16,11,14,-5,-3|1
1|1,6,0,-20,3,15,-4,-3|1
1|-1,-9,-14,13,23,-3,-9,0|1
1|-1,3,6,-15,-5,15,-1,-4|1
1|11,28,-33,-44,30,18,-10,-2|0
1|1,-2,-13,4,19,-1,-8,0|1
1|4,-2,-19,5,24,-1,-9,0|0
1|-1,1,14,-26,-4,23,-6,-3|0
1|-1,2,11,-28,7,16,-7,-2|1
1|-1,15,5,-32,-3,20,-2,-4|1
1|1,14,-13,-27,23,10,-9,-1|1
1|1,-1,-12,9,29,3,-10,-1|1
1|4,-2,-31,-11,30,11,-9,-2|0
1|-2,-9,-6,20,24,-5,-10,0|1
1|-1,7,-8,-19,14,12,-7,-2|1
1|1,0,-14,-5,20,5,-8,-1|1
1|-1,4,8,-21,-2,17,-4,-3|1
1|-1,-6,-5,19,29,1,-10,-1|1
1|-1,4,3,-25,19,10,-9,-1|1
1|1,22,-28,-25,30,9,-10,-1|0
1|-1,-7,-8,14,22,-3,-9,0|1
1|-2,6,5,-20,0,16,-4,-3|1
1|-1,-6,-7,11,18,-4,-9,0|1
1|1,0,-10,-5,18,5,-8,-1|1
1|-1,11,-11,-21,16,12,-7,-2|1
1|4,6,-21,-22,29,9,-10,-1|0
1|1,0,-15,0,57,0,-15,0|0
2|-1,-7,55,-82,7,38,-8,-4|0
1|11,4,-39,-1,33,0,-10,0|1
1|31,0,-64,0,42,0,-11,0|1
1|1,8,2,-55,36,15,-12,-1|1
1|1,0,-8,1,15,-1,-8,0|1
1|1,12,-14,-24,22,10,-9,-1|1
1|-1,3,6,-16,-4,17,-4,-3|1
1|-1,-11,-31,-15,31,13,-10,-2|0
1|1,2,-9,-8,18,6,-8,-1|1
1|-1,3,11,-32,9,18,-8,-2|0
1|-1,8,-3,-23,14,15,-8,-2|1
1|-1,4,2,-20,11,13,-7,-2|1
1|1,5,-11,-24,22,12,-10,-1|0
1|-1,-9,-21,3,29,4,-10,-1|1
1|-1,6,-5,-16,13,12,-7,-2|1
1|-1,4,7,-23,0,20,-3,-4|1
1|-5,12,8,-29,1,19,-5,-3|1
1|1,4,-11,-20,11,15,-5,-3|1
1|1,4,-5,-19,13,12,-7,-2|1
1|11,-3,-57,-26,41,15,-11,-2|0
1|1,10,-16,-18,24,10,-10,-1|1
1|1,7,-4,-20,8,15,-7,-2|1
1|1,-3,-14,-1,20,4,-8,-1|1
1|1,11,-13,-23,18,16,-7,-3|1
1|1,6,-1,-19,3,15,-4,-3|1
1|-1,11,-12,-23,24,10,-10,-1|0
1|-1,7,-7,-20,13,13,-7,-2|1
1|-1,4,4,-19,2,17,-7,-2|1
1|1,-2,-14,3,19,-1,-8,0|1
1|-4,12,3,-29,8,18,-8,-2|0
1|-1,8,-12,-15,21,7,-9,-1|0
1|4,-8,-34,8,43,-4,-14,0|-1
1|-1,5,-2,-16,12,12,-7,-2|1
1|-9,24,11,-43,4,22,-6,-3|0
1|1,-10,-19,12,24,-3,-9,0|1
1|-19,-92,-111,13,68,6,-14,-1|1
1|1,2,-11,-21,9,16,-5,-3|1
1|2,-1,-11,3,18,-2,-9,0|1
1|-1,8,-10,-15,18,7,-8,-1|1
1|-1,9,-8,-20,21,9,-9,-1|1
1|1,14,2,-32,2,22,-6,-3|1
1|1,7,-3,-19,5,14,-4,-3|1
1|1,5,-1,-19,1,17,-2,-4|1
1|1,6,-11,-16,18,8,-8,-1|1
1|-1,-8,-14,11,22,-3,-9,0|1
1|1,-1,-9,1,18,3,-8,-1|1
1|-1,7,0,-22,6,19,-6,-3|1
1|-1,10,-13,-24,18,14,-8,-2|1
1|-1,10,7,-32,3,19,-5,-3|1
1|1,-2,-21,-23,15,17,-6,-3|1
1|19,45,-11,-58,5,26,-4,-4|1
1|-4,-24,-35,15,37,-2,-11,0|0
1|-1,8,-6,-18,14,12,-7,-2|1
1|-1,18,3,-34,4,19,-5,-3|1
1|-1,-11,-27,4,32,4,-10,-1|0
1|1,15,-17,-24,24,9,-9,-1|1
1|1,2,-8,-11,14,9,-7,-2|1
1|-1,7,-9,-11,17,6,-8,-1|1
1|-1,10,-11,-17,20,9,-9,-1|1
1|-1,-8,-12,13,21,-4,-9,0|1
1|1,1,-8,-3,15,3,-8,-1|1
1|1,-6,-22,4,29,3,-10,-1|0
1|-1,8,-12,-18,23,8,-9,-1|1
1|-2,8,-1,-21,9,14,-7,-2|1
1|-4,12,4,-30,5,20,-6,-3|0
1|-29,51,28,-75,6,30,-8,-3|1
1|1,6,-2,-21,7,15,-5,-3|1
1|1,-1,-15,0,21,2,-9,-1|1
1|1,-1,-10,3,18,-1,-8,0|1
1|-1,3,5,-14,-5,15,-1,-4|1
1|1,5,-3,-18,5,14,-4,-3|1
1|1,-1,-14,-9,20,8,-9,-1|1
1|1,-4,-26,-18,24,14,-9,-2|0
1|-1,2,8,-16,-6,16,-1,-4|1
1|2,0,-14,-6,20,8,-8,-2|1
1|-1,4,8,-19,-7,17,-1,-4|1
1|-1,12,-16,-15,23,7,-9,-1|1
1|-1,8,1,-21,3,15,-4,-3|1
1|16,8,-44,-14,37,7,-11,-1|0
1|1,6,-4,-21,8,17,-6,-3|0
1|1,7,-3,-21,5,17,-5,-3|1
1|1,-4,-11,10,22,-4,-10,0|0
1|-1,7,-5,-19,20,8,-9,-1|1
1|-1,36,-24,-51,27,23,-9,-3|0
1|-1,-8,4,48,38,-8,-12,0|1
1|1,7,-4,-23,13,13,-7,-2|0
1|19,18,-50,-26,43,10,-13,-1|0
1|19,-13,-54,8,40,-1,-11,0|1
1|1,3,-11,-14,18,10,-8,-2|1
1|1,-1,-14,3,21,-1,-9,0|0
1|-1,5,8,-25,-2,20,-5,-3|1
1|-1,4,5,-16,-4,15,-1,-4|1
1|-1,2,20,-35,-4,26,-7,-3|0
1|1,7,-13,-13,18,7,-8,-1|1
1|5,19,-5,-37,7,21,-6,-3|1
1|1,-2,-17,4,24,-1,-9,0|1
1|-1,2,9,-16,-8,17,-1,-4|1
1|3,3,-17,-7,20,5,-8,-1|1
1|-1,7,-8,-22,22,17,-10,-2|0
1|4,5,-18,-12,22,7,-9,-1|0
1|1,0,-10,-1,24,-1,-10,0|0
1|1,3,-6,-14,12,12,-9,-1|1
1|8,5,-25,-11,25,6,-9,-1|1
1|-7,29,-3,-43,17,17,-8,-2|1
1|1,-16,-100,-4,69,6,-15,-1|0
1|11,36,-65,-54,50,20,-13,-2|0
1|1,3,-12,-5,18,4,-8,-1|1
1|-1,3,13,-25,-7,24,-6,-3|0
1|-19,-82,-63,49,56,-7,-14,0|1
2|1,35,10,-82,18,30,-9,-3|0
1|3,0,-16,2,21,-1,-9,0|1
1|-2,6,7,-29,10,15,-7,-2|1
1|1,0,-11,-5,19,5,-8,-1|1
1|1,-1,-12,-5,21,10,-8,-2|1
1|7,-4,-27,4,26,-1,-9,0|1
1|-1,6,-5,-17,12,12,-7,-2|1
1|-5,15,14,-36,-3,24,-6,-3|1
1|11,37,-21,-70,31,26,-12,-2|0
1|1,19,-22,-24,25,9,-9,-1|1
1|-1,5,0,-21,4,17,-5,-3|1
1|-1,7,-9,-17,17,11,-8,-2|1
1|-1,9,-8,-18,16,9,-8,-1|1
1|-1,-7,-9,11,19,-4,-9,0|1
1|1,5,-12,-14,19,9,-9,-1|0
1|4,-6,-25,6,30,-1,-10,0|0
1|2,1,-16,-14,17,11,-7,-2|1
1|2,12,2,-28,-4,20,-2,-4|1
1|-1,-10,-15,14,24,-3,-9,0|1
1|4,-2,-25,4,33,0,-13,-1|0
1|1,6,-4,-25,20,10,-9,-1|1
1|3,8,-13,-22,23,9,-9,-1|1
1|1,5,-20,-23,23,15,-9,-2|0
1|1,2,-13,-1,19,0,-8,0|1
1|1,0,-8,0,16,0,-8,0|1
1|19,10,-59,-34,40,17,-11,-2|0
1|3,6,-18,-11,23,7,-9,-1|1
1|1,-2,-15,-4,20,5,-8,-1|1
1|3,6,-18,-33,12,22,-7,-3|1
1|-3,17,-14,-26,26,12,-11,-1|0
1|-1,4,3,-26,20,12,-10,-1|1
1|-1,6,-3,-17,9,14,-5,-3|1
1|1,5,-1,-22,6,21,-10,-2|1
1|11,16,-27,-26,23,13,-8,-2|1
1|1,3,-8,-15,17,8,-8,-1|1
1|1,1,-13,-15,22,8,-9,-1|0
1|1,4,-3,-17,7,17,-6,-3|1
1|-1,-8,-17,4,30,-1,-11,0|1
1|1,0,-10,0,22,0,-10,0|0
1|1,6,-5,-25,19,11,-9,-1|1
1|16,16,-40,-30,33,15,-10,-2|0
1|-2,10,-7,-19,18,10,-9,-1|1
1|-1,5,2,-24,-3,19,-2,-4|1
1|1,-26,83,-79,-2,32,-8,-3|1
1|-1,9,-20,-2,29,0,-10,0|1
1|19,27,-38,-49,29,25,-10,-3|0
1|1,3,-17,-3,23,0,-9,0|1
1|-1,-7,-11,8,23,2,-9,-1|1
1|1,9,9,-43,12,21,-9,-2|1
1|1,2,-9,-13,12,12,-7,-2|1
1|11,15,-24,-27,21,14,-8,-2|1
1|1,6,-12,-14,19,7,-8,-1|1
1|-1,-8,-14,7,25,3,-9,-1|1
1|1,3,-15,-7,21,5,-9,-1|1
1|-1,10,-18,-12,28,7,-10,-1|0
1|4,14,-5,-35,1,22,-3,-4|0
1|2,3,-15,-6,20,5,-8,-1|1
1|2,7,-15,-15,19,10,-8,-2|1
1|11,23,-79,-42,59,18,-14,-2|0
1|4,0,-22,0,25,0,-9,0|-1
1|1,5,-1,-21,4,19,-8,-2|1
1|-1,4,6,-18,-3,17,-4,-3|1
1|1,5,-2,-20,9,14,-7,-2|1
1|1,4,-6,-15,13,12,-7,-2|1
1|-59,104,19,-102,19,31,-9,-3|1
1|-1,5,-1,-19,9,14,-7,-2|1
1|-1,6,0,-22,6,22,-5,-4|0
1|11,39,-38,-58,41,20,-14,-1|0
1|-1,2,10,-27,6,19,-6,-3|1
1|5,8,-15,-19,16,12,-7,-2|1
1|1,-1,-9,3,21,3,-9,-1|0
1|1,3,-24,-13,26,7,-9,-1|1
1|-1,16,-38,-11,40,5,-12,-1|0
1|-1,9,-10,-16,17,8,-8,-1|1
1|5,0,-20,0,25,0,-10,0|1
1|11,6,-32,-12,30,6,-10,-1|1
1|3,-6,-26,0,27,4,-9,-1|1
1|1,10,-3,-26,4,19,-3,-4|0
1|-1,3,15,-40,4,22,-6,-3|1
1|2,-1,-14,0,19,0,-8,0|1
1|-1,0,19,-28,-10,26,-4,-4|0
1|1,2,-9,-12,15,12,-9,-2|0
1|-3,12,1,-33,17,15,-10,-1|1
1|1,4,-8,-13,16,10,-9,-1|1
1|5,-1,-22,0,25,0,-9,0|1
1|1,3,-7,-13,11,13,-5,-3|1
1|2,5,-8,-16,11,13,-7,-2|1
1|1,12,-20,-58,44,28,-15,-2|0
2|16,0,-64,0,56,0,-14,0|0
